"","original","text"
"413","So #TheGreatestShowman I really enjoyed the music, but the music kinda got in the way of the storyline.shouks have focused a little more on the story.  glad I watched it for the music not sure I will watch again but may buy the soundtrack","so really enjoyed music music kind got way storyline shouks have focused little more story glad watched music not sure watch again buy soundtrack"
"414","Finally watched The Greatest Showman and I’m addicted!! #TheGreatestShowman","finally watched greatest showman i am addicted"
"415","Me: *Hears @RealHughJackman sing*
Also Me: I.... I wanna lose it to this. Him. Singing. FROM NOW OOOOOONNNN. #TheGreatestShowMan","hears sing also want lose singing"
"416","Watched #TheGreatestShowman for the first time and now I have a crush on @ZacEfron","watched first time now have crush"
"417","<f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D> Love that soundtrack <U+2764><U+FE0F><U+2764><U+FE0F>
#thegreatestshowman #hughjackman #love #newfavorite https://t.co/rXEIP94h3X","ve soundtrack heavy black heartheavy black heart"
"418","Really hate musicals. Totally. But I’ve just watched #thegreatestshowman for the second time in 4 days. Just love it. Exactly what the world needs right now. Well done, @RealHughJackman https://t.co/Odxu9fB48Z","really hate musicals totally i have just watched second time days just love world needs right now well done"
"419","This tho<f0><U+009F><U+0099><U+008C><f0><U+009F><U+008F><U+00BC> #TheGreatestShowman https://t.co/D7z5hoXJuR",""
"420","Tbh, #TheGreatestShowMan movie was better with just the singing. Like, It should've been a Glee Movie because its just that good.","be honest movie was better singing have been glee movie good"
"421","Me and the boys just watched #thegreatestshowman....we were all speechless and moved! Get it, watch it and turn the surround sound up, fantastic movie that won’t disappoint!","boys just watched were speechless moved get watch turn surround sound fantastic movie wont disappoint"
"422","SO unbelievably late to the party (I was, in fairness, recovering from surgery when it was in the cinema)- BUT OMG. The Greatest Showman <f0><U+009F><U+0098><U+008D> Soooo good!!! <f0><U+009F><U+0092><U+0083><f0><U+009F><U+008F><U+00BD> <f0><U+009F><U+008E><U+00B6><f0><U+009F><U+008E><U+00AA> #TheGreatestShowman","so unbelievably late party was fairness recovering surgery when was cinema God greatest showman smiling face heart shaped eyes soo good dancerltiple musical notes circus tent"
"423","""I'm not scared to be seen. I make no apologies. This is me."" The Greatest Showman is out now on DVD and VOD. Our review: https://t.co/kIb999zODk #TheGreatestShowman https://t.co/EREYLS2uoT","am not scared be seen make apologies is greatest showman is out now dvd vod review"
"424","I love #TheGreatestShowman  <f0><U+009F><U+008E><U+00AA><f0><U+009F><U+008E><U+00AA>","love circus tent circus tent"
"425","#Sheetmusic Never Enough from #TheGreatestShowman for #clarinet and #piano available on #SheetMusicPlus. #filmmusic #cover #music #musical #woodwinds #instrumental #song #duo #chambermusic #popmusic @smppressmusic @SheetMusicPlus @GreatestShowman https://t.co/o40xo7qTWj","available"
"426","#TheGreatestShowman well it's probably @RealHughJackman....Very beautiful movie ! So magical ! :) #circus #barnum https://t.co/s997GmOliM","is probably very beautiful movie so magical"
"427","“The noblest art is that of making others happy.”

#TheGreatestShowman","noblest art is making others happy"
"428","@JanetJealousy Finished the drawing<U+263A><U+FE0F>#Thegreatestshowman https://t.co/L7PX6ytyw4","finished drawingwhite smiling face"
"429","When your having a shitty time there's only one thing you can do watch #TheGreatestShowman over and over again #feelgoodfilm","having shitty time is only thing do watch"
"430","I know I’m way late on this, but I finally saw #TheGreatestShowman and wow...the cinematography, dance, and music are all stunning. Not to mention a beautiful message of the dignity of EVERY human person.","know am way late finally saw wow cinematography dance music are stunning not mention beautiful message dignity human person"
"431","Where is the tomb of #BillySmart #TheGreatestShowman? Discovered this on our friends’ wedding on Sat! Watch the video. @RealHughJackman #SundayFunday #RoyalWedding2018 #marr https://t.co/jv7DLtaGeV","where is tomb discovered friendswedding sat watch video"
"432","Wee nite in with watching #TheGreatestShowman <f0><U+009F><U+0092><U+0095><f0><U+009F><U+0091><U+008F><f0><U+009F><U+008F><U+00BB><f0><U+009F><U+008C><U+0088><U+2B50><U+FE0F> we love it!!! <f0><U+009F><U+0092><U+0099><f0><U+009F><U+0092><U+009A><f0><U+009F><U+0092><U+009B><f0><U+009F><U+00A7><U+00A1> https://t.co/Yqd6IJUDIL","wee night watchingwhite medium starve"
"433","@ZacEfron Loved #TheGreatestShowman you were Amazing <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D> Love all ur films ur an incredible actor. <U+2764><U+2764>","loved were amazingve films incredible actor heavy black heart heavy black heart"
"434","#TheGreatestShowman gave me a conundrum. Inspiring me to follow my dreams then making me realize that I will never be as good as that cast.","gave conundrum inspiring follow dreams then making realize never be as good cast"
"435","Best film ever #TheGreatestShowman watched it every night since i got it. Definitely worth a watch <f0><U+009F><U+0091><U+008C> @RealHughJackman @ZacEfron <U+2764>","best film ever watched night got definitely worth watchheavy black heart"
"436","Watched #TheGreatestShowman earlier and I’m not a fan of musicals but I can’t get that A Million Dreams song out my head <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082>","watched earlier am not fan musicals cant get dreams song head face tears joy face tears joy"
"437","I totally didn't just spend the last 40 mins listening to #TheGreatestShowman soundtrack while I got ready for the day.... *I totally did* https://t.co/iSST4N0ZuK","totally did not just spend last minutes listening soundtrack while got ready day totally did"
"438","It's everything you ever want
It's everything you ever need
And it's here right in front of you <f0><U+009F><U+008E><U+00B6>
Finally, THE GREATEST MOVIE in my hands <f0><U+009F><U+0098><U+008D>...
It makes me cry, 
It makes me smile,
It makes me feel just so ALIVE!
#TheGreatestShowman @GreatestShowman @RealHughJackman @kealasettle https://t.co/iqMf4TVAf5","is everything ever want is everything ever need is here right front greatest movie hands makes cry makes smile makes feel just so alive"
"439","Cracking way to end the weekend watching #TheGreatestShowman in bed <f0><U+009F><U+0091><U+00AF><U+200D><U+2640><U+FE0F><f0><U+009F><U+008E><U+00A9><f0><U+009F><U+008E><U+00AA>","cracking way end weekend watching bed woman bunny earsef ftop hat circus tent"
"440","@Amy_Bridges - what a performance today. #TheGreatestShowman Never, You’re My World #CillaTheMusical and the utterly brilliant Taylor The Latte Boy. #ShowStealer","performance today never youre world utterly brilliant latte boy"
"441","Have just made downloaded #TheGreatestShowman 3 minutes in and I already don’t know why it’s not called #TheGreatestLoadOfBollocks","have just made downloaded minutes already do not know why not called"
"442","Just watched The Greatest Showman for the second time with my sister and mother...and it was still great!

#TheGreatestShowman #lovedit #10stars #musical #top10list https://t.co/ItkHY2NTo5","just watched greatest showman second time sister mother was still great"
"443","Brought #TheGreatestShowman on dvd and cannot get enough of it!! <f0><U+009F><U+0098><U+0081><f0><U+009F><U+0098><U+008D>","brought dvd get enough grinning face smiling eyes smiling face heart shaped eyes"
"444","@JanetJealousy Just finished a drawing.God Bless<f0><U+009F><U+0099><U+008F> #Thegreatestshowman https://t.co/DxNOMpF2Qq","just finished drawing god"
"445","Introduced my 4 year old daughter to the film “The Greatest Showman” this evening. She absolutely loved it, just as much as I do! Definitely our favourite film at the moment! @RealHughJackman &amp; @ZacEfron are brilliant! <f0><U+009F><U+0091><U+008C><f0><U+009F><U+008F><U+00BC><f0><U+009F><U+0098><U+0083> #TheGreatestShowman","introduced year old daughter greatest evening absolutely loved just as much do definitely favourite film moment are brilliant"
"446","I'm so unbelievably excited to finally be watching #TheGreatestShowman <f0><U+009F><U+0098><U+0081><U+2764><U+FE0F><U+263A><U+FE0F>","am so unbelievably excited finally be watchingheavy black heartwhite smiling face"
"447","Finally got around to watching #TheGreatestShowman and I was not disappointed. So, so good! I laughed, I teared up, and sang/hummed off key. Loved it <f0><U+009F><U+008E><U+00A9><f0><U+009F><U+008E><U+00AA><f0><U+009F><U+008E><U+00B6>","finally got watching was not disappointed so so good laughed teared up sang hummed key loved top hat circus tent multiple musical notes"
"448","@RealHughJackman Just watched #TheGreatestShowman for the first time and there's only one word to describe it.... Fanbloodytastic!!! What a movie. I think it's just become my favourite! I can't wait to watch it again x <f0><U+009F><U+0098><U+008D>","just watched first time is only word describe fanbloodytastic movie think is just become favourite not wait watch"
"449","Finally going to watch #TheGreatestShowman , heard so much about it, hopefully it lives up to expectations <f0><U+009F><U+00A4><U+009E><f0><U+009F><U+008F><U+00BB>","finally going watch heard so much lives expectations"
"450","Sooo I'm probably gonna get hung for this but y has there been so much hype about #TheGreatestShowman yea I enjoyed watching it last night and it was good but not hype good <f0><U+009F><U+0099><U+0088><f0><U+009F><U+0099><U+008A>","soo am probably going get hung has there been so much hype yeah enjoyed watching last night was good not hype good"
"451","Have I mentioned how much I LOVE my YFC family??#TheGreatestShowman #WeNeedJamSessionsToo https://t.co/ZAW9dB2XJX","have mentioned how much love yfc family"
"452","Watching sing a long #TheGreatestShowman feeling all uplifted ready for another week #uplifting #Sundayevening #sing #Happiness https://t.co/jPbHhxswgC","watching sing long feeling uplifted ready week"
"453","Yesterday was wonderful day! Not just because I saw the #GHOST #musical. I also bought a few DVDs like #TheGreatestShowman, #Valerian and the last season of #PrettyLittleLiars. <f0><U+009F><U+0098><U+0081><f0><U+009F><U+0098><U+0089><f0><U+009F><U+0098><U+0089>","yesterday was wonderful day not just because saw also bought few dvds last season grinning face smiling eyes winking face winking face"
"454","What #TheGreatestShowman with @Timms_steph and the kids great film","kids great film"
"455","What? Oh just @juliaxgonzalez in @Zendaya #TheGreatestShowman inspired fashion. The prom must go on! @GreatestShowman #prom2018 https://t.co/nsAObuxAvL","inspired fashion prom go"
"456","In light of a guest saying I’m just like Hugh Jackman (ridiculous as it is, I’ll take that - better than Conor McGregor) - here’s me and Mam giving “From now on” a little sing. Can’t wait to get back here already <f0><U+009F><U+008E><U+00B6> #rostrevor #family #home #fromnowon #thegreatestshowman https://t.co/M3MXVoyN9w","light guest saying am just hugh jackman ridiculous is ill take better conor mcgregor heres mam now ona little sing cant wait get back here already"
"457","@JodieMarsh Watching #TheGreatestShowman again!! And can’t help thinking of this, and laughing.","watching again cant help thinking laughing"
"458","My new favourite song <U+2764><U+2764><U+2764> #ThisIsMe by #KealaSettle #TheGreatestShowman
https://t.co/q2KUnh7lpH","new favourite song heavy black heart heavy black heart heavy black heart"
"459","G&amp;T &amp; #TheGreatestShowman on dvd....who says i don't live the highlife https://t.co/IcQBssplnu","g dvd says do not live highlife"
"460","I know I’m slow to the party but that was an amazing film... #TheGreatestShowman <f0><U+009F><U+0098><U+008D> sorry world but I’m going to be singing an awful lot tomorrow!!","know am slow party was amazing film smiling face heart shaped eyes sorry world am going be singing awful lot tomorrow"
"461","#TheGreatestShowman Sunday’s are the one","sundays are"
"462","The proud owner of #TheGreatestShowman <f0><U+009F><U+00A4><U+0097>","proud owner"
"463","#TheGreatestShowman is good but essentially it's an hour and half of Hugh Jackman staring at things in wonderment","is good is hour half hugh jackman staring things wonderment"
"464","Finally watched #TheGreatestShowman after listening to the awesome music for weeks. So much fun!! #thisisme <f0><U+009F><U+008E><U+0089>","finally watched listening awesome music weeks so much fun party popper"
"465","Facemask, Processo &amp; #TheGreatestShowman = perfect Sunday <f0><U+009F><U+0091><U+008C>","facemask processo perfect sunday"
"466","Mango sorbet &amp; #TheGreatestShowman for the win! @RealHughJackman @ZacEfron <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+008D> #FavouriteThings #HappyElle","mango sorbet win"
"467","@RealHughJackman @ZacEfron

I don’t know how many times i’ve watched #TheGreatestShowman but every time i do, i learn and love a little more <U+2764><U+FE0F> Thank you! “the noblest art is that of making other happy” #truth #pround #appreciatewhatyouhave #investinthosearoundyou #bewhoyouare","do not know how many times have watched time do learn love little more heavy black heartank noblest art is making other happy"
"468","Let’s see what the hype is all about #thegreatestshowman","lets see hype is"
"469","I have a guilty pleasure of liking songs from musicals without ever watching the movie...
This is my jam.
https://t.co/rm3qLBPevQ
#TheGreatestShowman
#ThisIsMe #NoShame #dontjudgeme","have guilty pleasure liking songs musicals ever watching movie is jam"
"470","@daniel_cloud my dude. The Bartender character was the best support performance in #TheGreatestShowman hands down.","dude bartender character was best support performance hands"
"471","Proud parent moment again #TheGreatestShowman @morgyhem @belpermusic @belperschool @phemstock #musicaltheatre https://t.co/MmqIXYSsTj","proud parent moment again"
"472","@SkyHelpTeam We are yet to recieve our blu-ray of #TheGreatestShowman, which we ordered some 4 weeks ago when purchasing the movie through Sky Store.","are yet recieve blue ray ordered weeks when purchasing movie sky store"
"473","Just watched #TheGreatestShowman with my daughters - don’t normally like this kind of thing, and we’re definitely late to the party - but it had us all jumping around and singing  afterwards. <f0><U+009F><U+0098><U+008A> <f0><U+009F><U+0095><U+00BA> <f0><U+009F><U+008E><U+00A4> <f0><U+009F><U+0092><U+0083>","just watched daughters do not normally kind thing were definitely late party had jumping around singing afterwards smiling face smiling eyescrophone dancer"
"474","Last night had a 3/3 movie night! Started w/ #TheGreatestShowman which was SO DAMN GOOD, I have ""The Other Side"" stuck in my head! Then went to #ForeverMyGirl &amp; that one was really good &amp; cute, then ended it with #TheKissingBooth, which was good, but I want more after the ending.","last night had movie night started was so damn good have other side stuck head then went one was really good cute then ended was good want more ending"
"475","Hope @GreatestShowman wins Top Soundtrack!! Good Luck!! #BBMAS #TheGreatestShowman #TopSoundtrackNominee https://t.co/ZoHnxWAa0U","hope wins top soundtrack good luck"
"477","""Come Alive"" for The @GreatestShowman #SingAlong feat. the @RealHughJackman approved pre-show hosted by our very own #BeardedLady @ralphbogard

Full Listings &amp; Tickets here -&gt; https://t.co/RVESPYBgJY 

#TheGreatestShowman #GreatestShowman @RealHughJackman @ZacEfron @Zendaya https://t.co/Q3H3pIjWEO","come alive Featuring approved pre show hosted very own full listings tickets here get"
"478","Watching #TheGreatestShowman again, and I just wanna say when I have a child, if they were to ever speak poorly of pro wrestling like Barnum's daughter did, they wouldn't be doing it again, my son would be backhanded then anyone ever has before, and my daughter would be...","watching again just want say when have child were ever speak poorly pro wrestling barnum daughter did not be doing son be backhanded then anyone ever has before daughter be"
"479","Finally got round to watching #TheGreatestShowman, bloody brilliant film <f0><U+009F><U+0098><U+008D>","finally got round watching bloody brilliant film smiling face heart shaped eyes"
"480","watching #TheGreatestShowman for the 5th time in a month watch it at least once a week <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0099><U+0088>","watching th time month watch least once week face tears joy see evil monkey"
"481","#GuardiansoftheGalaxyVol2 #Moana #TheGreatestShowman #BlackPanther &amp; #TheFateOfTheFurious are the soundtracks up for the #BBMAs tonight. Tough call. I listened to #ThisIsMe an embarrassing amt, but the BP album the most. https://t.co/KUuJY80pg5","are soundtracks tonight tough call listened embarrassing amt bp album"
"482","If you watch #TheGreatestShowman and don’t immediately fall for @Zendaya, you’re lying to me, you’re lying to her and worst of all? You’re lying to yourself.","watch do not immediately fall youre lying lying worst youre lying"
"483","@AidenHatfield Been doing that all afternoon whilst i cleaned the hoose! To #TheGreatestShowman no less <f0><U+009F><U+0098><U+0086>","been doing afternoon cleaned hoose"
"484","When you ain’t feeling it but you know the words #TheGreatestShowman #SingAlongSunday https://t.co/6ecXvfYtki","aint feeling know words"
"485","#Sheetmusic Never Enough from #TheGreatestShowman for #flute and #piano available on #SheetMusicPlus. #filmmusic #cover #music #musical #woodwinds #instrumental #song #duo #chambermusic #popmusic @smppressmusic @SheetMusicPlus @GreatestShowman https://t.co/WqipELAXIK","available"
"486","#BillySmart #TheGreatestShowman is buried here! St Peter’s Church, Cranborne  https://t.co/5KumrolvJF","is buried here st peters church cranborne"
"487","About to watch the #TheGreatestShowman for the first time <f0><U+009F><U+0098><U+0082><f0><U+009F><U+008D><U+00BF>","watch first time face tears joy"
"488","Watched #TheGreatestShowman last night.  I don’t really like musicals but that was a damn good movie.","watched last night do not really like musicals was damn good movie"
"489","Driving with the windows down blasting #TheGreatestShowman soundtrack. Such feel good vibes <f0><U+009F><U+0091><U+008C><f0><U+009F><U+008F><U+00BC>","driving windows down blasting soundtrack such feel good vibes okay hand sign"
"490","And to hear Zac Efron sing again  with THE @Zendaya is too much for my tear ducts to handle.  #TheGreatestShowman","hear zac efron sing again is too much tear ducts handle"
"491","Hugh Jackman can really pull off a musical, noh? Hayz grabe. #TheGreatestShowman","hugh jackman really pull musical noh hayz grabe"
"492","Just watched the #thegreatestshowman what a brilliant film","just watched brilliant film"
"493","Hugh Jackman is a huge talent in whatever film he chooses to appear, and he is brilliant as P.T. Barnum in #TheGreatestShowman. My #MovieReview.

https://t.co/oGpXZjPd9e","hugh jackman is huge talent film chooses appear is brilliant t barnum"
"494","Got to say, I flippin love The Greatest Showman <f0><U+009F><U+0098><U+008D><f0><U+009F><U+0098><U+00B3> #TheGreatestShowman","got say flippin love greatest showman smiling face heart shaped eyes flushed face"
"495","Just watched #TheGreatestShowman - late to the party again, I admit. Loved it! Absolutely brilliant and  waaaay better than La La Land...","just watched late party again admit loved absolutely brilliant waay better la la land"
"496","Pleasantly surprised by #TheGreatestShowman. Worth a watch.","pleasantly surprised worth watch"
"497","Finally getting round to watch #TheGreatestShowman <f0><U+009F><U+0098><U+0086> #excited #sundaysingalong","finally getting round watch smiling face open mouth tightly closed eyes"
"498","Cause darling without you, 
All the shines of a thousand spotlights, All the stars we steal from the night sky will never be enough for me #TheGreatestShowman","cause darling shines spotlights all stars steal night sky never be enough"
"499","Anyone with the playlist from
#TheGreatestShowman ? <f0><U+009F><U+0098><U+0094><f0><U+009F><U+0091><U+008C><f0><U+009F><U+008F><U+00BF>
The songs on this movie are marvelous <f0><U+009F><U+0094><U+00A5> https://t.co/F4d7Umdmg5","anyone playlist songs movie are marvelous"
"500","A million dreams are keeping me awake. <U+2661>

#LSS
#TheGreatestShowman","dreams are keeping awake"
